"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"`g__CAG-302`",0,0.00365404320547402,0
"`g__CAG-417`",0,0.00966629944048313,0
"`g__CAG-628`",0,0.00368925898368882,0
"`g__CAG-710`",0,0.00738699874120708,0
"g__Coprosoma",0,-0.0210699508527504,0
"g__Onthocola_B",0,0.010223839468986,0.00434698279727051
"g__RUG13038",0,0.00466789403155855,0
"g__Scybalousia",0,-0.0187406852890468,0
"g__UBA2730",0,0.00740450744901387,0
"g__UBA3789",0,-0.000127405747512675,0
"g__UBA5026",0,-0.0109991554181153,0
"g__UBA6985",0,0.0190003881938952,0
"g__UMGS1449",0,0.0114392851412329,0
"g__UMGS872",0,0.0148427788792999,0
"`g__CAG-345`",0,0.00743372181197674,0
"g__Scatoplasma",0,0.00747077394067599,0
"g__Enteromonas",0,0.00751008626229668,0
"g__Gemella",0,0.00357141232251633,0
"g__Staphylococcus",0,-0.00857429628682499,0
"g__DTU012",0,0.00525663294563271,0
"g__DTU014",0,-0.00575385573846768,0
"g__Cetobacterium_A",0,-0.0119390267868277,-0.0143647065719449
"g__Fusobacterium_A",0,0.0105516601411325,0.00318377173130165
"g__Fusobacterium_B",0,0.0201623544893412,0
"g__Fusobacterium_C",0,0.0120395703749816,0
"g__Leptotrichia_A_993758",0,0.00754920151908042,0
"g__Sneathia",0,-0.0139591025971908,0
"`g__GWA2-37-10`",0,-0.0035316800366844,0
"g__Nanogingivalis",0,0.0075581382554659,0
"g__Nanosynbacter",0,-0.0435949528942309,-0.103474003618495
"g__Nanosyncoccus",0,0.00755938312220065,0
"g__Saccharimonas",0,-0.0339777268550874,0
"`d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f__CAG-239_g__`",0,-0.0131653534327411,0
"`g__51-20`",0,0.00378071349804296,0
"`g__CAG-267`",0,0.00248431390300774,0
"g__CAJLXD01",0,-0.00203277256237424,0
"g__Scatocola",0,0.00218548908623424,0
"`g__CAG-977`",0,-0.00483338898820691,0
"g__UBA2903",0,-0.00508754223173029,0
"g__Agrobacterium",0,0.00755373206011853,0
"g__Methylobacterium",0,0.00755312835726994,0
"g__Bradyrhizobium",0,0.0075549338448795,0
"g__Blastomonas",0,0.00755892729924696,0
"g__Comamonas_F_589250",0,0.00756474312200116,0
"g__Oxalobacter_566322",0,-0.00120948928471067,0
"g__Aphodousia",0,0.00757074483617934,0
"g__Duodenibacillus",0,-0.00765315760714906,0
"g__Mesosutterella",0,-0.00638192049298251,0
"g__Parasutterella",0,-0.00211444817105403,0
"g__Sutterella",0,-0.00173658396169851,0
"g__Turicimonas",0,-0.0171194723949687,0
"g__Neisseria_563205",0,-0.032177154918489,0
"g__Citrobacter_A_692098",0,0.00194923888908725,0
"g__Enterobacter_B_713587",0,-0.0015702029568294,0
"g__Escherichia_710834",0,-0.000254838125825712,0
"g__Hafnia",0,0.00759988014883323,0
"g__Klebsiella_724518",0,0.00298595187519114,0
"g__Kluyvera_724999",0,0.00766609619259949,0
"g__Kosakonia_683478",0,0.00770243590067355,0
"g__Morganella",0,0.00773853930503686,0
"g__Pantoea_A_680430",0,0.00777286125571903,0
"g__Providencia_A_732258",0,0.00780440603273553,0
"g__Yersinia",0,-0.0514763461077656,-0.015282529842297
"g__Aggregatibacter_736122",0,0.00783317449413154,0
"g__Aggregatibacter_736224",0,0.00785920214304065,0
"g__Haemophilus_A",0,0.00788199480681343,0
"g__Haemophilus_D_735815",0,-0.00173662146118733,0
"g__Mesocricetibacter",0,-0.00270832676384675,0
"g__Muribacter",0,0.0079026555443582,0
"g__Rodentibacter_A_734545",0,0.00792089371103,0
"g__Succinivibrio",0.00863590466470056,0.0136689119513665,0.0260166377833344
"g__Pseudomonas_E_647464",0,-0.00163877162006649,0
"g__Pseudomonas_E_650326",0,0.0079452599375029,0
"g__Pseudomonas_F",0,0.00445378109338728,0
"g__Acinetobacter",0,0.00796073199077424,0
"g__Pseudoxanthomonas_A_615336",0,0.0960074432825563,0.112885411932181
"g__Brachyspira",0,0.00796402752071478,0
"g__Pyramidobacter",0,0.0079619012509168,0
"g__Cloacibacillus",0,-0.00209618571480686,0
"g__UBA11452",0,-0.000873261432551243,0
"g__UBA1732",0,-0.0071814913073534,0
"g__Victivallis",0,-0.0112693329636888,0
"g__Merdousia",0,-0.00639378417170801,0
"g__QALA01",0,-0.00507982350799809,0
"g__Akkermansia",0,0.00230709112502542,0
