"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__DTU014",0,-0.00726617082301266,0
"g__Cetobacterium_A",-0.000637308245894504,-0.0167630089308929,-0.0797441008709543
"g__Fusobacterium_A",0,0.0163611929643298,0.0167467277226521
"g__Fusobacterium_B",0.065594616504922,0.0331683188602648,0.122529042451156
"g__Fusobacterium_C",0,0.015924552917867,0
"g__Leptotrichia_A_993758",0,0.00865595809539059,0
"g__Sneathia",0,-0.0208466886101068,0
"`g__GWA2-37-10`",0,-0.00263471501616386,0
"g__Nanogingivalis",0,0.00860256905654185,0
"g__Nanosynbacter",0,-0.0597077175976206,-0.176891612416915
"g__Nanosyncoccus",0,0.00852874615340197,0
"g__Saccharimonas",0,-0.042441074459148,-0.00520761234490023
"`d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f__CAG-239_g__`",0,-0.0207568817112052,0
"`g__51-20`",0,0.00423742978211117,0
"`g__CAG-267`",0,0.00158197665785338,0
"g__CAJLXD01",0,-0.00150185091968401,0
"g__Scatocola",0,0.0018455397405775,0
"`g__CAG-977`",0,-0.00359080195582991,0
"g__UBA2903",0,-0.00342097361111891,0
"g__Agrobacterium",0,0.00840407483798135,0
"g__Methylobacterium",0,0.00839499612015942,0
"g__Bradyrhizobium",0,0.0083984261442637,0
"g__Blastomonas",0,0.00840935848013646,0
"g__Comamonas_F_589250",0,0.00842407040331318,0
"g__Oxalobacter_566322",0,-0.000871075983087909,0
"g__Aphodousia",0,0.00843754660767427,0
"g__Duodenibacillus",0,-0.012234713330475,0
"g__Mesosutterella",0,-0.00743574799835796,0
"g__Parasutterella",0,-0.00325025111982249,0
"g__Sutterella",0,-0.00193407397042722,0
"g__Turicimonas",0,-0.0193337712086989,0
"g__Neisseria_563205",0,-0.0538562116853135,0
"g__Citrobacter_A_692098",0,0.00107200160919024,0
"g__Enterobacter_B_713587",0,-0.00369757704257383,0
"g__Escherichia_710834",0,0.000113655155525338,0
"g__Hafnia",0,0.00853392752155739,0
"g__Klebsiella_724518",0,0.00365740579432248,0
"g__Kluyvera_724999",0,0.00873438848475431,0
"g__Kosakonia_683478",0,0.0088384427920574,0
"g__Morganella",0,0.00892867436127208,0
"g__Pantoea_A_680430",0,0.00900163135188328,0
"g__Providencia_A_732258",0,0.00905744138354727,0
"g__Yersinia",0,-0.0681037870315324,-0.0508899715601918
"g__Aggregatibacter_736122",0,0.00910115908427215,0
"g__Aggregatibacter_736224",0,0.00913333378140722,0
"g__Haemophilus_A",0,0.00915644877960964,0
"g__Haemophilus_D_735815",0,-0.00327906359062925,0
"g__Mesocricetibacter",0,0.00156998874552857,0
"g__Muribacter",0,0.0091763445167334,0
"g__Rodentibacter_A_734545",0,0.0091927275680406,0
"g__Succinivibrio",0,0.0192693307381195,0
"g__Pseudomonas_E_647464",0,-0.00147466350272161,0
"g__Pseudomonas_E_650326",0,0.00921513659540558,0
"g__Pseudomonas_F",0,0.00877805055710184,0
"g__Acinetobacter",0,0.00922218273678962,0
"g__Pseudoxanthomonas_A_615336",0,0.127840029471924,0.13189749625685
"g__Brachyspira",0,0.00917657241570716,0
"g__Pyramidobacter",0,0.0091362095946159,0
"g__Cloacibacillus",0,-0.00311425292207412,0
"g__UBA11452",0,-0.00247560887824448,0
"g__UBA1732",0,-0.0134280036501839,0
"g__Victivallis",0,-0.0133985836805867,0
"g__Merdousia",0,-0.00456854330663967,0
"g__QALA01",0,-0.00339711829215031,0
"g__Akkermansia",0,0.00291749042442854,0
